"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"279","일반음식점","07_24_04_P","3230000","3230000-101-2023-00907","2023-11-20","","03","폐업","02","폐업","2023-12-22","","","","","","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데백화점 지하1층 (잠실동)","05554","더 더치 치즈앤모어","2023-12-24 04:15:09","U","2023-12-26 02:40:00","경양식","208589.363343145","445455.90405262","경양식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"280","일반음식점","07_24_04_P","3010000","3010000-101-2023-00566","2023-11-20","","03","폐업","02","폐업","2024-07-03","","","","","13.55","100-120","서울특별시 중구 정동 37 삼정 아트테라스 정동","서울특별시 중구 서소문로 89-20, 삼정 아트테라스 정동 지2층 공유주방3호 (정동)","04516","진차오","2024-07-03 13:46:08","U","2024-07-05 02:40:00","중국식","197446.325172007","451215.406399929","중국식","0","0","","","","0","0","0","0","0","","0","0","N","13.55","","","",
"281","일반음식점","07_24_04_P","3210000","3210000-101-2023-00554","2023-11-20","","03","폐업","02","폐업","2023-11-23","","","","","","137-713","서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층","서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)","06546","도나스데이","2023-11-24 04:15:09","U","2023-11-26 02:40:00","기타","200250.447804795","444683.220506107","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"282","일반음식점","07_24_04_P","6510000","6510000-101-2023-00717","2023-09-22","","03","폐업","02","폐업","2023-11-02","","","","","36.27","690-802","제주특별자치도 제주시 노형동 909-9","제주특별자치도 제주시 원노형5길 17-13, 1층 (노형동)","63081","쁘띠벨","2023-11-02 09:43:15","U","2023-11-04 02:40:00","기타","152009.281539986","-942.180246318576","기타","0","0","","","","0","0","0","0","0","","0","0","N","36.27","","","",
"283","일반음식점","07_24_04_P","6510000","6510000-101-2023-00714","2023-09-22","","03","폐업","02","폐업","2023-09-24","","","","","125.00","695-978","제주특별자치도 제주시 구좌읍 상도리 471-31 10~14동","","","구좌해녀회","2023-09-25 04:15:08","U","2023-09-28 02:40:00","한식","187224.910475248","2890.74397484318","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","125","","","",
"284","일반음식점","07_24_04_P","4420000","4420000-101-2023-00029","2023-09-21","","03","폐업","02","폐업","2023-10-22","","","","","","376-806","충청북도 보은군 보은읍 이평리 166-3 보은옥천영동축협 주차장","충청북도 보은군 보은읍 뱃들로 57, 보은옥천영동축협 주차장","28940","보은옥천영동축협한우이야기","2023-10-23 04:15:09","U","2023-10-25 02:40:00","한식","264836.5174174","331875.137868887","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"285","일반음식점","07_24_04_P","3670000","3670000-101-2023-00648","2023-11-27","","03","폐업","02","폐업","2023-12-19","","","","","","305-340","대전광역시 유성구 도룡동 3-1","대전광역시 유성구 엑스포로 1, 신세계엑스포점 지하1층 A99-18호 (도룡동)","34126","오랑사삭","2023-12-20 04:15:09","U","2023-12-23 02:40:00","기타","234414.00794623","319679.535632277","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"286","일반음식점","07_24_04_P","3900000","3900000-101-2023-00233","2023-12-04","","03","폐업","02","폐업","2023-12-10","","","","","","423-070","경기도 광명시 가학동 산 7","경기도 광명시 가학로85번길 134-21, 가학산 근린공원내 광명동굴 빛의광장 일원 (가학동)","14341","스타트온샐러드","2023-12-11 04:15:08","U","2023-12-13 02:40:00","기타","188056.685808439","436151.697073232","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"287","일반음식점","07_24_04_P","4520000","4520000-101-2023-00473","2023-12-04","","03","폐업","02","폐업","2024-11-11","","","","070 80804740","97.60","336-851","충청남도 아산시 배방읍 북수리 1139 1층","충청남도 아산시 배방읍 배방로187번길 16-6, 1층","31490","혜자네 삼겹살","2024-11-11 09:14:48","U","2024-11-13 02:40:00","식육(숯불구이)","205932.93","363360.28","식육(숯불구이)","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","97.6","","","",
"288","일반음식점","07_24_04_P","3230000","3230000-101-2023-00955","2023-12-01","","03","폐업","02","폐업","2023-12-19","","","","","128.43","138-888","서울특별시 송파구 문정동 645 에이치비지니스파크","서울특별시 송파구 법원로11길 25, 에이치비지니스파크 A동 1층 A-111, 112, 113호 (문정동)","05836","일행","2023-12-19 09:13:56","U","2023-12-21 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","128.43","","","",
"289","일반음식점","07_24_04_P","4010000","4010000-101-2023-00909","2023-12-01","","03","폐업","02","폐업","2024-09-30","","","","","105.60","429-450","경기도 시흥시 정왕동 2703-14 퍼스트에비뉴 1차","경기도 시흥시 거북섬1길 22, 퍼스트에비뉴 1차 127,128호 (정왕동)","15119","6976오글오글감자탕","2024-09-30 16:31:51","U","2024-10-02 02:40:00","한식","171236.33501464","425064.713998833","한식","0","0","","","","0","0","0","0","0","","0","0","N","105.6","","","",
"290","일반음식점","07_24_04_P","4010000","4010000-101-2023-00908","2023-12-01","","03","폐업","02","폐업","2024-04-11","","","","","44.40","429-450","경기도 시흥시 정왕동 2703-11 (주)마린하우징","경기도 시흥시 거북섬1길 14 (주)마린하우징 107호 (정왕동)","15119","호시","2024-04-11 12:18:09","U","2024-04-13 02:40:00","한식","171274.525954878","424966.847643181","한식","0","0","","","","0","0","0","0","0","","0","0","N","44.4","","","",
"291","일반음식점","07_24_04_P","3060000","3060000-101-2023-00356","2023-09-12","","03","폐업","02","폐업","2023-12-08","","","","","27.06","131-877","서울특별시 중랑구 중화동 295-26 새생명교회","서울특별시 중랑구 동일로126길 8, 새생명교회 1층 (중화동)","02094","신선곱창","2023-12-08 10:17:34","U","2023-12-10 02:40:00","한식","207051.476819899","455156.154103577","한식","0","0","","","","0","0","0","0","0","","0","0","N","27.06","","","",
"292","일반음식점","07_24_04_P","3060000","3060000-101-2023-00354","2023-12-01","","03","폐업","02","폐업","2024-11-28","","","","","39.83","131-867","서울특별시 중랑구 신내동 613-71 부영빌딩","서울특별시 중랑구 봉화산로 217, 부영빌딩 1층 104호 (신내동)","02054","자마버거","2024-11-28 14:34:03","U","2024-11-30 02:40:00","기타","208478.949850502","456167.614560351","기타","0","0","","","","0","0","0","0","0","","0","0","N","39.83","","","",
"293","일반음식점","07_24_04_P","3940000","3960100-101-2023-00387","2023-11-30","","03","폐업","02","폐업","2024-07-04","","","","","87.93","410-829","경기도 고양시 일산동구 정발산동 1154-5 1층 전체호","경기도 고양시 일산동구 일산로463번길 24-22, 1층 전체호 (정발산동)","10359","카페꼭미남(정발산점)","2024-07-04 08:10:44","U","2024-07-06 02:40:00","기타","179999.855743301","463401.891710438","기타","0","0","","","","0","0","0","0","0","","0","0","N","87.93","","","",
"294","일반음식점","07_24_04_P","3940000","3960100-101-2023-00386","2023-11-30","","03","폐업","02","폐업","2024-10-18","","","","","48.95","410-837","경기도 고양시 일산동구 장항동 864 메트로골드, 1층 106호","경기도 고양시 일산동구 중앙로1261번길 61, 메트로골드 1층 106호 (장항동)","10402","EPIC(에픽)","2024-10-18 13:32:01","U","2024-10-20 02:40:00","기타","179657.839433967","461692.079607674","기타","0","0","","","","0","0","0","0","0","","0","0","N","48.95","","","",
"295","일반음식점","07_24_04_P","3940000","3950000-101-2023-00586","2023-11-30","","03","폐업","02","폐업","2024-10-02","","","","","47.60","412-040","경기도 고양시 덕양구 원흥동 629-1 반도 유스퀘어","경기도 고양시 덕양구 삼송로 12, 반도 유스퀘어 104호 (원흥동)","10564","동산만두 원흥점","2024-10-02 10:17:04","U","2024-10-04 02:40:00","분식","188931.464707078","460819.239631188","분식","0","0","","","","0","0","0","0","0","","0","0","N","47.6","","","",
"296","일반음식점","07_24_04_P","3940000","3950000-101-2023-00584","2023-11-30","","03","폐업","02","폐업","2024-10-11","","","","","37.66","412-807","경기도 고양시 덕양구 성사동 519-11","경기도 고양시 덕양구 마상로153번길 3, 1층 일부호 (성사동)","10466","마니드세요","2024-10-11 11:00:46","U","2024-10-13 02:40:00","한식","185785.607404447","461845.448933437","한식","0","0","","","","0","0","0","0","0","","0","0","N","37.66","","","",
"297","일반음식점","07_24_04_P","3030000","3030000-101-2023-00517","2023-11-24","","03","폐업","02","폐업","2024-11-20","","","","","23.88","133-882","서울특별시 성동구 도선동 69 성동삼성쉐르빌","서울특별시 성동구 무학로6길 50, 101동 1층 167호 (도선동, 성동삼성쉐르빌)","04709","스마일","2024-11-20 15:40:38","U","2024-11-22 02:40:00","한식","203017.021457357","451346.281102634","한식","0","0","","","","0","0","0","0","0","","0","0","N","23.88","","","",
"298","일반음식점","07_24_04_P","3730000","3730000-101-2023-00256","2023-11-20","","03","폐업","02","폐업","2023-11-26","","","","","","","울산광역시 울주군 삼남읍 교동리 1683-1","울산광역시 울주군 삼남읍 울산역로 255, 울산전시컨벤션센터","44951","러프로스터스","2023-11-27 04:15:09","U","2023-11-29 02:40:00","한식","393167.505122869","230515.983376813","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"299","일반음식점","07_24_04_P","4050000","5630000-101-2023-00298","2023-11-20","","03","폐업","02","폐업","2024-10-02","","","","","9.90","446-916","경기도 용인시 기흥구 중동 724-11 스퀘어일레븐 주건축물 B210일부호","경기도 용인시 기흥구 동백죽전대로 331, 스퀘어일레븐 주건축물 제1동 B210일부호 (중동)","16995","와인투고용인점","2024-10-02 17:05:14","U","2024-10-04 02:40:00","기타","213349.760600984","418645.002858871","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","9.9","","","",
"300","일반음식점","07_24_04_P","4950000","4950000-101-2023-00155","2023-11-20","","03","폐업","02","폐업","2023-11-28","","","","","262.25","534-834","전라남도 무안군 청계면 도림리 319-1 다마 당구장","전라남도 무안군 청계면 승달산길 18, 1층","58553","도림 1946","2023-11-29 04:15:10","U","2023-12-01 02:40:00","한식","147986.501369412","156909.628404204","한식","0","0","","","","0","0","0","0","0","","0","0","N","262.25","","","",
"301","일반음식점","07_24_04_P","3370000","3370000-101-2023-00168","2023-11-20","","03","폐업","02","폐업","2023-12-20","","","","","","611-803","부산광역시 연제구 거제동 1462-9","부산광역시 연제구 거제천로255번가길 33-8, 2층 (거제동)","47517","생삐루 온천천점","2023-12-20 14:05:48","U","2023-12-23 02:40:00","기타","389996.048955703","190273.700641525","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"302","일반음식점","07_24_04_P","3130000","3130000-101-2023-00910","2023-09-22","","03","폐업","02","폐업","2024-09-13","","","","02716 7770","42.78","121-805","서울특별시 마포구 공덕동 476 공덕파크자이","서울특별시 마포구 백범로 152, 202동 1층 4호 (공덕동, 공덕파크자이)","04148","소소떡볶이 마포공덕점","2024-09-13 17:05:18","U","2024-09-15 02:40:00","분식","195331.885613245","449180.427006045","분식","0","0","","","","0","0","0","0","0","","0","0","N","42.78","","","",
"303","일반음식점","07_24_04_P","4211000","4211000-101-2023-00148","2023-09-22","","03","폐업","02","폐업","2023-09-27","","","","","36.00","","강원특별자치도 동해시 천곡동 363-1 외 2필지","","","제36회무릉제(벌집아이스크림,염통구이)","2023-09-28 04:15:09","U","2023-09-30 02:40:00","한식","385720.60266411","448203.830323753","한식","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","36","","","",
"304","일반음식점","07_24_04_P","4211000","4211000-101-2023-00147","2023-09-22","","03","폐업","02","폐업","2023-09-27","","","","","18.00","","강원특별자치도 동해시 천곡동 363-1 외 2필지","","","제36회무릉제(새우튀김,철판아이스크림)","2023-09-28 04:15:09","U","2023-09-30 02:40:00","한식","385720.60266411","448203.830323753","한식","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","18","","","",
"305","일반음식점","07_24_04_P","4211000","4211000-101-2023-00146","2023-09-22","","03","폐업","02","폐업","2023-09-27","","","","","18.00","","강원특별자치도 동해시 천곡동 363-1 외 2필지","","","제36회무릉제(탕후루)","2023-09-28 04:15:09","U","2023-09-30 02:40:00","분식","385720.60266411","448203.830323753","분식","0","0","기타","","","0","0","0","0","0","","0","0","N","18","","","",
"306","일반음식점","07_24_04_P","4211000","4211000-101-2023-00145","2023-09-22","","03","폐업","02","폐업","2023-09-27","","","","","18.00","","강원특별자치도 동해시 천곡동 363-1 외 2필지","","","제36회무릉제(터키아이스크림,케밥)","2023-09-28 04:15:09","U","2023-09-30 02:40:00","외국음식전문점(인도,태국등)","385720.60266411","448203.830323753","외국음식전문점(인도,태국등)","0","0","기타","","","0","0","0","0","0","","0","0","N","18","","","",
"307","일반음식점","07_24_04_P","4211000","4211000-101-2023-00144","2023-09-22","","03","폐업","02","폐업","2023-09-27","","","","","25.00","","강원특별자치도 동해시 천곡동 363-1 외 2필지","","","제36회무릉제(거북당)","2023-09-28 04:15:09","U","2023-09-30 02:40:00","기타","385720.60266411","448203.830323753","기타","0","0","기타","","","0","0","0","0","0","","0","0","N","25","","","",
"308","일반음식점","07_24_04_P","3140000","3140000-101-2023-00273","2023-09-22","","03","폐업","02","폐업","2023-10-05","","","","","","158-724","서울특별시 양천구 목동 916 현대하이페리온","서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)","07998","금덕푸드(충무로가는길)","2023-10-06 04:15:08","U","2023-10-08 02:40:00","기타","188884.075622342","447186.888604306","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"309","일반음식점","07_24_04_P","5310000","5310000-101-2023-00334","2023-09-22","","03","폐업","02","폐업","2023-10-22","","","","","64.00","660-260","경상남도 진주시 망경동 0 남강둔치 진주음식큰잔치 행사장 망경7호점","","","새마을부녀회","2023-10-23 04:15:10","U","2023-10-25 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","64","","","",
"310","일반음식점","07_24_04_P","3030000","3030000-101-2023-00518","2023-11-27","","03","폐업","02","폐업","2024-09-24","","","","","133.69","133-871","서울특별시 성동구 행당동 19-43","서울특별시 성동구 마조로3가길 18, 지1층 (행당동)","04760","베테랑 홀덤","2024-09-24 16:49:13","U","2024-09-26 02:40:00","기타","203480.153271505","450781.809547594","기타","0","0","","","","0","0","0","0","0","","0","0","Y","133.69","","","",
"311","일반음식점","07_24_04_P","3230000","3230000-101-2023-00938","2023-11-27","","03","폐업","02","폐업","2023-12-31","","","","","","138-721","서울특별시 송파구 잠실동 40-1 롯데월드","서울특별시 송파구 올림픽로 240, 롯데월드 지하1층 (잠실동)","05554","유일닭강정가평맛집","2024-01-01 04:15:09","U","2024-01-03 02:40:00","기타","208589.363343145","445455.90405262","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"312","일반음식점","07_24_04_P","3230000","3230000-101-2023-00937","2023-11-27","","03","폐업","02","폐업","2024-08-27","","","","","53.38","138-861","서울특별시 송파구 잠실동 183-4","서울특별시 송파구 백제고분로7길 49, 1층 111호 (잠실동)","05558","아담스 꼬마김밥 잠실새내점","2024-08-27 11:55:05","U","2024-08-29 02:40:00","김밥(도시락)","207370.752606056","445426.25322676","김밥(도시락)","0","0","","","","0","0","0","0","0","","0","0","N","53.38","","","",
"313","일반음식점","07_24_04_P","3340000","3340000-101-2023-00220","2023-12-04","","03","폐업","02","폐업","2024-06-04","","","","","52.06","604-814","부산광역시 사하구 괴정동 950-2 괴정어반푸르지오","부산광역시 사하구 사하로 189, 1층 105호 (괴정동, 괴정어반푸르지오)","49381","달콤왕가탕후루 부산괴정점","2024-06-04 17:16:15","U","2024-06-06 02:40:00","기타","381700.901583542","179527.764746144","기타","0","0","","","","0","0","0","0","0","","0","0","N","52.06","","","",
"314","일반음식점","07_24_04_P","3080000","3080000-101-2023-00324","2023-12-01","","03","폐업","02","폐업","2024-04-11","","","","02 9971616","39.00","142-876","서울특별시 강북구 수유동 175-5 지상1층","서울특별시 강북구 도봉로95길 17, 1층 (수유동)","01054","스시신 숙성회 전문점","2024-04-11 11:26:49","U","2024-04-13 02:40:00","일식","202378.65759845","459888.510238572","일식","0","0","","","","0","0","0","0","0","","0","0","N","39","","","",
"315","일반음식점","07_24_04_P","4090000","4090000-101-2023-00690","2023-12-01","","03","폐업","02","폐업","2024-04-03","","","","031987 7711","25.00","415-080","경기도 김포시 구래동 6886-6 한강신도시 반도유보라 4차 판매시설동 1083호","경기도 김포시 김포한강4로 487, 판매시설동 1층 1083호 (구래동, 한강신도시 반도유보라 4차)","10066","호랭이푸드","2024-04-03 17:05:20","U","2024-04-05 02:40:00","한식","167285.39175785","460502.685587242","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"316","일반음식점","07_24_04_P","5080000","5080000-101-2023-00598","2023-12-01","","03","폐업","02","폐업","2023-12-03","","","","","","","경상북도 구미시 산동읍 봉산리 567-1 구미코(구미디지털전자산업관)","경상북도 구미시 산동읍 첨단기업1로 49, 구미코(구미디지털전자산업관)","39171","더존이태리국시","2023-12-04 04:15:08","U","2023-12-06 02:40:00","분식","329730.443718141","294416.132613245","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"317","일반음식점","07_24_04_P","3700000","3700000-101-2023-00517","2023-12-01","","03","폐업","02","폐업","2023-12-07","","","","","","680-745","울산광역시 남구 삼산동 1521-1 현대백화점","울산광역시 남구 삼산로 261, 현대백화점 지하 1층 (삼산동)","44705","마망카페","2023-12-08 04:15:09","U","2023-12-10 02:40:00","기타","411768.0407494","229164.489593214","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"318","일반음식점","07_24_04_P","4341000","4341000-101-2023-00084","2023-11-30","","03","폐업","02","폐업","2023-12-03","","","","","18.00","","강원특별자치도 고성군 죽왕면 오호리 29-24","강원특별자치도 고성군 죽왕면 심층수길 36","24747","죽왕면번영회","2023-12-04 04:15:12","U","2023-12-06 02:40:00","기타","333557.731221211","537094.249476538","기타","0","0","","","","0","0","0","0","0","","0","0","N","18","","","",
"319","일반음식점","07_24_04_P","3560000","3560000-101-2018-00631","2018-05-11","","03","폐업","02","폐업","2024-11-19","","","","","55.48","404-320","인천광역시 서구 원당동 824-10 대산프라자 105호","인천광역시 서구 원당대로 865, 대산프라자 105호 (원당동)","22647","오늘은 빠삭한 튀김","2024-11-19 12:43:21","U","2024-11-21 02:40:00","분식","173236.898635277","454662.428022687","분식","0","0","","","","0","0","0","0","0","","0","0","N","55.48","","","",
"320","일반음식점","07_24_04_P","3470000","3470000-101-2023-00540","2023-11-30","","03","폐업","02","폐업","2024-08-19","","","","","60.00","704-945","대구광역시 달서구 장기동 544-1","대구광역시 달서구 장기로 248, 1층 (장기동)","42689","돈카춘","2024-08-19 11:06:53","U","2024-08-21 02:40:00","한식","338457.267182108","261480.842285581","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","60","","","",
"321","일반음식점","07_24_04_P","3220000","3220000-101-2023-01574","2023-11-27","","03","폐업","02","폐업","2024-05-09","","","","","29.76","135-210","서울특별시 강남구 율현동 365 강남 한신휴플러스6단지","서울특별시 강남구 밤고개로26길 50, 상가동 지상1층 102호 (율현동, 강남 한신휴플러스6단지)","06377","멕시카나 세곡점","2024-05-09 14:27:30","U","2024-05-11 02:40:00","호프/통닭","209261.340599399","440610.634334616","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","29.76","","","",
"322","일반음식점","07_24_04_P","3220000","3220000-101-2023-01571","2023-11-27","","03","폐업","02","폐업","2024-06-19","","","","","6.50","135-730","서울특별시 강남구 삼성동 159-7 현대백화점","서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 (삼성동)","06164","비비드크로넛 현대백화점 무역센터점","2024-06-19 17:20:00","U","2024-06-21 02:40:00","기타","205210.358779172","445154.42225208","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.5","","","",
"323","일반음식점","07_24_04_P","4231000","4231000-101-2023-00259","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","18.00","","강원특별자치도 속초시 동명동 383-1","","","닭꼬치","2023-12-07 04:15:09","U","2023-12-09 02:40:00","기타","339560.787891881","524084.337758822","기타","0","0","","","","0","0","0","0","0","","0","0","N","18","","","",
"324","일반음식점","07_24_04_P","4231000","4231000-101-2023-00258","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","25.00","","강원특별자치도 속초시 동명동 383-1","","","혜성","2023-12-07 04:15:09","U","2023-12-09 02:40:00","기타","339560.787891881","524084.337758822","기타","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"325","일반음식점","07_24_04_P","4231000","4231000-101-2023-00257","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","18.00","","강원특별자치도 속초시 동명동 383-1","","","착한어부네","2023-12-07 04:15:09","U","2023-12-09 02:40:00","한식","339560.787891881","524084.337758822","한식","0","0","","","","0","0","0","0","0","","0","0","N","18","","","",
"326","일반음식점","07_24_04_P","4231000","4231000-101-2023-00256","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","186.00","","강원특별자치도 속초시 동명동 383-1","","","자담치킨","2023-12-07 04:15:09","U","2023-12-09 02:40:00","한식","339560.787891881","524084.337758822","한식","0","0","","","","0","0","0","0","0","","0","0","N","186","","","",
"327","일반음식점","07_24_04_P","4231000","4231000-101-2023-00255","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","25.00","","강원특별자치도 속초시 동명동 383-1","","","한백","2023-12-07 04:15:09","U","2023-12-09 02:40:00","한식","339560.787891881","524084.337758822","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"328","일반음식점","07_24_04_P","4231000","4231000-101-2023-00254","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","50.00","","강원특별자치도 속초시 동명동 383-1","","","연무식품","2023-12-07 04:15:09","U","2023-12-09 02:40:00","한식","339560.787891881","524084.337758822","한식","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"329","일반음식점","07_24_04_P","4231000","4231000-101-2023-00253","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","25.00","","강원특별자치도 속초시 동명동 383-1","","","진토스트","2023-12-07 04:15:09","U","2023-12-09 02:40:00","한식","339560.787891881","524084.337758822","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"330","일반음식점","07_24_04_P","4231000","4231000-101-2023-00252","2023-11-24","","03","폐업","02","폐업","2023-12-06","","","","","50.00","","강원특별자치도 속초시 동명동 383 1","","","아산커피(한백식품)","2023-12-07 04:15:09","U","2023-12-09 02:40:00","기타","339482.456562228","524171.647560149","기타","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"331","일반음식점","07_24_04_P","3020000","3020000-101-2023-00482","2023-11-23","","03","폐업","02","폐업","2023-12-31","","","","","","140-780","서울특별시 용산구 한강로3가 40-999 용산역","서울특별시 용산구 한강대로23길 55, 용산아이파크몰 3층 (한강로3가)","04377","술술리커","2024-01-01 04:15:08","U","2024-01-03 02:40:00","기타","196762.077394917","447480.039577359","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"332","일반음식점","07_24_04_P","3230000","3230000-101-2023-00930","2023-11-24","","03","폐업","02","폐업","2023-12-25","","","","","3.30","138-934","서울특별시 송파구 신천동 29 롯데월드타워앤드롯데월드몰","서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)","05551","로얄테라스가든","2023-12-26 04:15:09","U","2023-12-28 02:40:00","경양식","209074.900840074","445657.80932984","경양식","0","0","","","","0","0","0","0","0","","0","0","N","3.3","","","",
"333","일반음식점","07_24_04_P","3310000","3310000-101-2023-00182","2023-11-24","","03","폐업","02","폐업","2024-03-29","","","","","12.00","608-805","부산광역시 남구 대연동 68-10 도네누","부산광역시 남구 수영로298번길 21, 2층 207호 (대연동)","48498","매킴 부산돼지국밥","2024-03-29 09:25:53","U","2024-03-31 02:40:00","한식","391290.062833166","183880.360687631","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","12","","","",
"334","일반음식점","07_24_04_P","3050000","3050000-101-2023-00431","2023-11-20","","03","폐업","02","폐업","2024-09-25","","","","","38.73","130-878","서울특별시 동대문구 휘경동 294-174","서울특별시 동대문구 망우로18다길 27-4, 1층 (휘경동)","02498","내가그린고양이그림","2024-09-25 17:04:34","U","2024-09-27 02:40:00","기타","205321.105342824","453747.241191775","기타","0","0","","","","0","0","0","0","0","","0","0","N","38.73","","","",
"335","일반음식점","07_24_04_P","3220000","3220000-101-2023-01542","2023-11-20","","03","폐업","02","폐업","2024-10-22","","","","","39.70","135-830","서울특별시 강남구 논현동 233-5","서울특별시 강남구 봉은사로33길 13, 지하1층 (논현동)","06109","논현브로스 심죽1호점","2024-10-22 19:27:12","U","2024-10-24 02:40:00","한식","203062.979372697","445188.885704562","한식","0","0","","","","0","0","0","0","0","","0","0","N","39.7","","","",
"336","일반음식점","07_24_04_P","4060000","4060000-101-2023-00632","2023-09-21","","03","폐업","02","폐업","2024-03-04","","","","","56.38","413-100","경기도 파주시 동패동 2077-1","경기도 파주시 초롱꽃로 117-36, 라스퀘어Ⅰ 102호 (동패동)","10956","아는족발","2024-03-04 14:22:41","U","2024-03-06 02:40:00","한식","","","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","56.38","","","",
"337","일반음식점","07_24_04_P","3080000","3080000-101-2023-00316","2023-11-27","","03","폐업","02","폐업","2024-11-15","","","","","74.97","142-874","서울특별시 강북구 수유동 57-94","서울특별시 강북구 수유로 6, 1층 (수유동)","01112","제주촌","2024-11-15 10:28:51","U","2024-11-17 02:40:00","한식","201549.801713401","458793.042668366","한식","0","0","","","","0","0","0","0","0","","0","0","N","74.97","","","",
"338","일반음식점","07_24_04_P","5430000","5430000-101-2023-00070","2023-12-04","","03","폐업","02","폐업","2024-07-25","","","","","24.75","668-843","경상남도 남해군 삼동면 지족리 200-7","경상남도 남해군 삼동면 동부대로1876번길 30-1, 가동 1호","52444","비단집","2024-07-25 10:59:54","U","2024-07-27 02:40:00","한식","291682.442718317","148456.686009701","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","24.75","","","",
"339","일반음식점","07_24_04_P","3200000","3200000-101-2023-00599","2023-12-04","","03","폐업","02","폐업","2024-06-21","","","","","19.80","151-818","서울특별시 관악구 봉천동 1629-2 동아타운아파트","서울특별시 관악구 봉천로 576, 지하1층 (봉천동, 동아타운아파트)","08792","동아식당","2024-06-21 14:57:06","U","2024-06-23 02:40:00","한식","196501.159765837","441640.881044209","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","19.8","","","",
"340","일반음식점","07_24_04_P","3470000","3470000-101-2023-00543","2023-12-01","","03","폐업","02","폐업","2023-12-05","","","","","0.00","704-080","대구광역시 달서구 성당동 706-1","대구광역시 달서구 당산동2길 12, 1층 (성당동)","42654","무배 인생 국물 두루치기","2023-12-05 15:41:42","U","2023-12-07 02:40:00","한식","339549.182293594","261713.653156692","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
